text,label
How warm is it today for Dehli degrees Celsius,find
Do I need sunglasses?,find
Will the rain forecast be light or heavy,find
How much is it going to snow today,find
Should I put on my rain boots today?,find
I need a reminder to pay rent at 3 pm today.,set reminder
Remind me to take my mom to the doctor at 2 p.m.,set reminder
Set recurring work alarm for Monday through Friday at 9:00am,set alarm
Will it be warm in New York this weekend?,find
Show weather conditions for the week,find
Will be raining today?,find
I don't want to forget to feed to fish,set reminder
How about sleet today?,find
What is the high temperature for today?,find
how many alarms did I set,show alarms
Change alarm for 2 minutes to 5 minutes,modify alarm
set alarm for every 5 hours,set alarm
what is the temperature outside?,find
"set alarm for monday at 8, dr appt with smith",set alarm
delete alarm for 5 am,cancel alarm
Remind me about this email tomorrow.,set reminder
What is the temperature on Tuesday in Tempe Arizona,find
Move my Monday alarm to Tuesday,modify alarm
Cancel my alarm for tomorrow morning.,cancel alarm
please remind me to get coffee at the supermarket on the way home,set reminder
TELL ME HOW MUCH TIME DO I HAVE UNTIL MY NEXT ALARM GOES OFF,time left on alarm
Show me my alarms,show alarms
Is it going to snow this weekend,find
Weather for tomorrow.,find
What is the weather in Edison at 4 am?,find
Set alarm for 5 pm tonight,set alarm
Show weekly alarms,show alarms
can you delete the latest alarm,cancel alarm
Is it storming in Miami,find
delete my reminder to shop milk at market,cancel reminder
How long is it gonna rain today,find
remind me to take out the trash,set reminder
Remind me to call dad today.,set reminder
Set an alarm for 1 hour.,set alarm
is it going to rain tomorrow,find
Is it warm enough for me to wear shorts today?,find
Remind me at noon on Wednesday to make a doctors appointment.,set reminder
Is the sun going to be out in my area? ,find
Should I grab my poncho?,find
when does my alarm go off,time left on alarm
set a reminder to buy milk on Saturday,set reminder
snooze all my alarms,snooze alarm
Raining today?,find
Remind me to pick up Dave at 3 pm.,set reminder
Will the clouds clear up in the afternoon,find
remind me to call mom later,set reminder
Is it colder today than yesterday?,find
Add reminder for conferences on November 15th,set reminder
Create an alarm named Make Dinner for 18:30Hrs to reoccur every day of the week,set alarm
Set an alarm for an hour from now,set alarm
remind me to take the chicken out the oven in 30 minutes.,set reminder
Set reminder to make hair appointment at 2,set reminder
How is the weather tomorrow in Riverhead NY ,find
What's the weather next week in New York?,find
is saturday to be rainy,find
Whats the weather in Miami?,find
How hot is it?,find
do i need a jacket,find
Weather now,find
Remind me to start laundry this afternoon at 2,set reminder
What time is it going to start to rain?,find
Set an alarm for 1pm every day,set alarm
Is it going to snow this afternoon?,find
Any snow expected this week? ,find
Is there a chance of rain next week ,find
Will it be rainy here this week?,find
Do I need winter clothes in New York in November?,find
Remind me to pick up Brady at practice not school tomorrow,set reminder
what is the weather in sydney today,find
how long do I have before my alarm goes off,time left on alarm
Remind me to buy cumin at the grocery store tomorrow.,set reminder
How much colder is it in San Francisco than Sacramento right now,find
Is it supposed to rain on Sunday?,find
forget the alarm tomorrow,cancel alarm
What category is the hurricane?,find
set alarm for every 5 minutes,set alarm
delete all alarms,cancel alarm
will i need sunglasses today?,find
Will it rain Monday?,find
When is the next alarm,show alarms
How many thunderstorms are expected for this week?,find
Set the alarm for 6:30AM Monday-Friday,set alarm
is it going to rain at all today?,find
How cold is it in London right now?,find
remove all alarms,cancel alarm
Will the sun come out today? ,find
I need a 2 P.M alarm tomorrow,set alarm
is there a heat advisory this week,find
set an alarm for 45 seconds and then two minutes,set alarm
Remind me about the Argentina game tomorrow at 7pm,set reminder
What is the seven day forecast?,find
is there humidity right now,find
What is the temperature right now? ,find
show all reminders for today,show reminders
Set an alarm for 7,set alarm
i don't want to be reminded to grab a quick nap before driving,set reminder
What's my alarm set at,show alarms
Turn off all alarms for this weekend.,cancel alarm
How cold is it going to be tonight?,find
Is it cold outside?,find
Remember to email Stacy,set reminder
How windy is it today? ,find
is sunday to be cloudy,find
Will it be sunny weather in the state of Oregon this weekend,find
Set alarm for 7 pm tonight,set alarm
Please remind me to set an alarm.,set reminder
Please remind me for the next business meeting,set reminder
What is the weather going to be like next week in Atlanta?,find
is snow predicted today,find
cancel all alarms and reminders,cancel reminder
Cancel all alarms.,cancel alarm
Will it rain at all in the next hour? ,find
SET REMINDER FOR SOCCER PRACTICE THIS AFTERNOON,set reminder
Delete the 9am alarm for July 4th,cancel alarm
How likely is it to storm tomorrow,find
show me reminders for tomorrow,show reminders
What's the weather like today?,find
New alarm set,set alarm
set a new alarm for work,set alarm
What time is my alarm for tomorrow?,show alarms
i want to be reminded to complete the build,set reminder
what's on my reminder list for today?,show reminders
Show me the 7 day forecast,find
Set alarm for 2 hours from current time,set alarm
Remind me to call my mom,set reminder
what is the percentage chance of rain for tonight,find
is it going to rain on wednesday,find
show my alarms,show alarms
What is the weather going to be in Boise at 9 am tomorrow?,find
What does the weather look like for next weekend?,find
Tell me the weekly forecast for Covington.,find
what is the overnight weather,find
What's the weather like in Dallas today?,find
whats the weather in south haven,find
what is the hottest it will be this week,find
Is it going to rain tonight?,find
cancel alarm on timer,cancel alarm
are there any tornados in the area,find
Are there any severe storm warning in my area today,find
Set reminder for my meeting tomorrow at 5pm,set reminder
Will we get snow soon?,find
How long will this heat wave last?,find
Will it hail here tonight?,find
Is it going to be cold in Ohio next weekend?,find
will it snow tomorrow,find
Remove all reminders,cancel reminder
What will the weather be like in New Zealand tomorrow,find
What time is the snow supposed to start?,find
Set another alarm an hour from now,set alarm
What time does the sun rise,checkSunrise
Set the alarm for 4am tomorrow,set alarm
"Cancel my AM alarms, I'm sleeping in tomorrow",cancel alarm
Set an alarm for 20 minutes,set alarm
set a reminder to make my car payment,set reminder
Remind me about my lunch at noon today.,set reminder
"How warm is it in Pottstown, PA today",find
Is an umbrella necessary today?,find
What reminders do I set for this year,show reminders
Cancel all alarms until Sunday,cancel alarm
will it rain today,find
resume the alarm,set alarm
remind me about the meeting,set reminder
what are my reminders for today,show reminders
Set alarm for 4 pm tomorrow,set alarm
i would like to know how is the weather in miami next week,find
set alarm for 6 am every morning,set alarm
What time is my alarm for tomorrow?,show alarms
What is the temperature right now,find
Set a reminder to check the cake in the oven 25 minutes from now,set reminder
today's weather is ,find
create new alarm,set alarm
Remind me of doctor's appointment Monday morning,set reminder
Change that Thursday 4:45PM alarm to go off the same time the next day,modify alarm
will be hot Tuesday ,find
What alarms do I have set for tomorrow?,show alarms
Snooze this alarm,snooze alarm
do i need an umbrella today ,find
Is it going to reach over 100 degrees today?,find
Will it be sunny today?,find
Will it rain in Sydney?,find
Do I need a jacket?,find
Please set a reminder for 7:00 am to feed the cat.,set reminder
Cancel reminder to go to the gym,cancel reminder
set an alarm for tomorrow 6am,set alarm
Will it be sunny tomorrow?,find
Set a reminder to leave by 5 for the airport.,set reminder
What is the weather in Paris today?,find
cancel my alarms,cancel alarm
what is the temperature in taiwan during this time of year?,find
Remind me to switch the laundry in one hour,set reminder
How many more minutes until my alarm goes off?,time left on alarm
remind me to call alyssa tomorrow,set reminder
Reminder to pick up boxes,set reminder
do i need gloves today?,find
when is it going to rain,find
What reminders are set?,show reminders
Snooze for 30 minutes,snooze alarm
What is the forecast for Napa this weekend?,find
10 day forecast ,find
Set an alarm for 8am.,set alarm
When will alarm chime,time left on alarm
set a reminder to pay electric,set reminder
Sunny today?,find
Remind me to buy yogurt at Safeway today.,set reminder
Snooze Saturday alarm for 15 mins,snooze alarm
cancel last reminder,cancel reminder
turn off my alarm for the weekend,cancel alarm
Snooze alarm for 15 minutes,snooze alarm
what is the weather like in the Catskills this week,find
whats the temperature right now,find
What is the temperature in miami right now?,find
What is the weather like for this weekend?,find
Clear all alarms,cancel alarm
set two alarms for 7am and 7:10 am,set alarm
will there be any extreme weather in Michigan?,find
Is there ice outside?,find
add reminder to take meat out the freezer.,set reminder
Will tonight require a sweater?,find
set an alarm for 5:30am,set alarm
what is the high temperature going to be today,find
Is today a good day to go to the beach,find
set alarm for 7 am tomorrow,set alarm
Set alarm for every 30 minutes for the next hour and a half on the timer.,set alarm
delete all my alarms,cancel alarm
how much rain should I expect for tomorrow?,find
Is there going to be hail today?,find
Do you have thursday's weather report for half moon bay,find
